filename,exported,new,updated,skipped,exif_updated,touched,converted_to_jpeg,sidecar_xmp,sidecar_json,sidecar_exiftool,missing,error,exiftool_warning,exiftool_error,extended_attributes_written,extended_attributes_skipped,cleanup_deleted_file,cleanup_deleted_directory,exported_album
/Users/dirk/Dropbox/EenEeuwEefde/kapperallee/E-000-166.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/zutphenseweg/E-000-415.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/mettray/E-000-218.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/startdijk/E-000-400.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/kapperallee/E-000-138.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/molendijk/E-000-269.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/rijksstraatweg/E-000-282.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/mettray/E-000-222.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/schoolstraat/E-000-338.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/sluis/E-000-384.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/schoolstraat/E-000-331.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/boedelhofweg/E-000-013.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/laatstestuiver/E-000-207.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/sluis/E-000-389.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/laatstestuiver/E-000-202.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/papaverhof/E-000-276.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/molendijk/E-000-273.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/rustoordlaan/E-000-301.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/huisdevoorst/E-000-093.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/scheuterdijk/E-000-318.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/mettray/E-000-258.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/kokstraat/E-000-195.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/kapperallee/E-000-142.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/mettray/E-000-254.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/sluis/E-000-362.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/rijksstraatweg/E-000-286.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/sluis/E-000-363.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/schoolstraat/E-000-337.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/beekweide/E-000-010.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/kokstraat/E-000-193.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/hulzerdijk/E-000-115.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/nachtegaalstraat/E-000-274.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/boedelhofweg/E-000-020.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/zutphenseweg/E-000-425.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/kokstraat/E-000-194.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/huisdevoorst/E-000-111.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/laatstestuiver/E-000-212.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/almenseweg/E-000-008.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/mettray/E-000-266.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/kaart/E-000-121.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/rustoordlaan/E-000-313.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/nachtegaalstraat/E-000-272.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/zutphenseweg/E-000-419.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/schurinklaan/E-000-354.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
